Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
20.9937,2.42454,10.4969,"1;1.33268;1.77508;2.01532;2.42692;2.87088;3.28142;3.50245;3.6974;3.98488;4.42751;4.59789;5.02098;5.41612;5.59558;6.06163;6.31155;6.61253;7.04812;7.50307;7.8773;8.16775;8.45493;8.81035;9.16196;9.63276;9.82086;10.3074;10.7459;11.2074;11.6221;12.0598;12.2719;12.5755;12.817;13.1995;13.6402;13.9097;14.3847;14.7549;15.1189;15.3868;15.8325;15.8884;16.3408;16.8001;17.2603;17.6999;18.0858;18.3871;18.5519;18.9385;19.2707;19.4392;19.8297;20.2114;20.5643;21","15;15.1214;15.2815;15.3714;15.5431;15.7465;15.9332;16.0077;16.0871;16.2065;16.3935;16.4584;16.5788;16.691;16.7385;16.9031;17.0177;17.0932;17.2093;17.3332;17.4505;17.5265;17.594;17.6551;17.7167;17.8478;17.8675;17.9351;17.9818;17.9673;17.9615;17.9157;17.88;17.8216;17.7779;17.6718;17.5775;17.4803;17.3689;17.2806;17.1422;17.0267;16.8281;16.7942;16.6406;16.4806;16.3681;16.1894;16.0224;15.8976;15.8229;15.6968;15.5759;15.5125;15.3767;15.2315;15.0641;15",14.7232,"0.633333;0.3;0.0666667"
21.0442,2.31129,10.5221,"1;1.44683;1.90176;2.12464;2.44633;2.86946;3.01703;3.3689;3.69445;4.12712;4.47554;4.78969;5.00691;5.45744;5.69721;6.08844;6.31934;6.66001;7.11292;7.43065;7.80905;8.14841;8.44152;8.78444;9.21699;9.67863;10.1318;10.5053;10.8818;11.3055;11.7723;12.1636;12.61;12.9263;13.3267;13.8179;14.2419;14.4956;14.8942;15.3114;15.5379;15.741;16.1953;16.6013;17.0064;17.4309;17.6767;17.9688;18.3994;18.8358;19.2231;19.6882;19.9939;20.2427;20.6935;21","15;15.152;15.3434;15.4358;15.5676;15.7223;15.7855;15.9419;16.072;16.21;16.3446;16.4933;16.5862;16.7782;16.8593;17.0354;17.1368;17.2337;17.3834;17.4715;17.5908;17.7327;17.8198;17.8676;17.9085;17.918;18.0068;18.0199;18.0199;17.9839;17.9337;17.9044;17.8725;17.7949;17.6808;17.5928;17.456;17.3423;17.2208;17.0684;16.9866;16.9038;16.7841;16.62;16.452;16.3209;16.2208;16.113;15.9475;15.8052;15.6465;15.4834;15.3362;15.246;15.1308;15",14.4492,"0.633333;0.333333;0.0333333"
21.1153,2.13426,10.5577,"1;1.38543;1.50458;1.93642;2.38569;2.84686;3.10633;3.51533;3.93118;4.2268;4.66341;5.0592;5.27659;5.51668;5.97281;6.36961;6.73839;7.10981;7.51978;7.83342;8.25435;8.47197;8.88561;9.24432;9.66766;10.1114;10.4546;10.8714;11.0176;11.394;11.8336;12.2384;12.6946;13.1756;13.3548;13.5656;13.9183;14.3505;14.4113;14.8552;15.0585;15.4966;15.9367;16.2186;16.629;17.0025;17.2593;17.7303;18.1676;18.6248;19.0269;19.3119;19.643;19.9799;20.3881;20.7911;21","15;15.1618;15.2108;15.3736;15.5506;15.7365;15.8435;16.0198;16.2268;16.359;16.5709;16.755;16.8542;16.9629;17.1432;17.2896;17.4215;17.5279;17.6584;17.7311;17.8218;17.851;17.9271;17.9768;18.0424;18.0965;18.1144;18.1461;18.1383;18.1215;18.0945;18.0591;18.01;17.8904;17.8552;17.7771;17.6724;17.522;17.4985;17.3464;17.2772;17.1278;16.9684;16.8754;16.7319;16.5956;16.5015;16.3446;16.1701;15.9731;15.8228;15.7157;15.5957;15.456;15.2519;15.0729;15",14.1556,"0.633333;0.366667;0"
22.7943,276.414,3.19959,"1;1.26105;1.65105;1.87456;2.21721;2.50977;2.89539;3.23156;3.39323;3.7296;4.10954;4.5416;4.8259;5.18553;5.41949;5.75706;6.11808;6.43822;6.8583;7.24191;7.63251;7.97012;8.34205;8.6271;8.81229;9.26882;9.67982;10.1047;10.5057;10.9738;11.2962;11.6814;11.958;12.3569;12.6095;12.9273;13.2939;13.4008;13.8361;14.1615;14.3225;14.6535;14.8595;15.2571;15.4578;15.7944;16.0964;16.3305;16.6098;16.9273;17.2214;17.5809;17.908;18.2507;18.6726;19.0251;19.3351;19.6258;19.9856;20.3686;20.4888;20.7425;21","15;14.7865;14.4747;14.3009;14.0159;13.7954;13.5075;13.2278;12.9982;12.814;12.6259;12.4867;12.3664;12.2129;12.1023;11.9497;11.7762;11.6365;11.4667;11.3016;11.1375;10.9812;10.7954;10.6637;10.5667;10.3703;10.1905;10.0009;9.92268;9.88864;9.89781;9.95432;9.99964;10.1691;10.2931;10.4384;10.6374;10.6775;10.8879;11.0791;11.1684;11.3228;11.4153;11.5854;11.6696;11.8214;11.9508;12.0678;12.1755;12.2947;12.4222;12.5609;12.7019;12.8584;12.9982;13.3105;13.5252;13.8068;14.0913;14.4097;14.5232;14.7545;15",16.2627,"0.666667;0;0.333333"
20.4085,6.38037,10.2042,"1;1.26513;1.71401;1.95009;2.34959;2.72731;3.17327;3.57446;3.81985;4.24924;4.57935;4.92339;5.35935;5.7748;6.17204;6.61093;7.08244;7.3324;7.67651;8.10516;8.36096;8.7545;9.23054;9.391;9.86322;10.3338;10.4782;10.8674;11.3505;11.7648;11.9745;12.3862;12.745;13.1696;13.5505;13.7924;14.2405;14.4875;14.9543;15.1402;15.5347;15.9078;16.2988;16.5795;16.9967;17.3583;17.7143;18.0679;18.3005;18.7563;19.2442;19.6226;20.0404;20.2883;20.7091;21","15;15.0815;15.1982;15.2588;15.3372;15.4134;15.5039;15.5841;15.6438;15.7316;15.8027;15.8618;15.956;16.0627;16.1784;16.2985;16.4068;16.4761;16.5373;16.6158;16.6678;16.7344;16.8192;16.8342;16.8689;16.9054;16.9086;16.8927;16.8644;16.8484;16.8447;16.8283;16.7846;16.7425;16.6449;16.5947;16.4963;16.4328;16.3336;16.2913;16.2068;16.1148;16.0241;15.9749;15.8571;15.7921;15.7041;15.6207;15.5697;15.4563;15.3546;15.2773;15.195;15.1436;15.0584;15",16.8796,"0.666667;0.0333333;0.3"
20.5189,4.68163,10.2595,"1;1.494;1.84519;2.26994;2.67767;3.15643;3.57056;3.75393;4.21809;4.49658;4.97822;5.13543;5.59211;6.04025;6.47181;6.5731;6.96993;7.35734;7.53711;7.93889;8.3457;8.80755;9.24099;9.68107;9.99306;10.4709;10.9148;11.315;11.5877;12.0445;12.2329;12.6778;12.9192;13.3252;13.74;14.0176;14.4474;14.8431;14.9944;15.4678;15.8194;16.253;16.597;16.9887;17.4352;17.6266;17.8319;18.1845;18.5316;18.8467;19.1992;19.5074;19.9038;20.3317;20.748;20.9887;21","15;15.0772;15.1779;15.2791;15.3702;15.4767;15.5688;15.6242;15.752;15.8374;15.9372;15.9837;16.0903;16.2078;16.3461;16.3747;16.4823;16.5713;16.6124;16.6865;16.7691;16.8761;16.9536;17.0255;17.0732;17.124;17.1596;17.1773;17.1835;17.138;17.1127;17.0738;17.0428;16.966;16.8969;16.8165;16.7282;16.6415;16.6051;16.4822;16.4019;16.2823;16.1791;16.0911;15.9779;15.9344;15.8845;15.7766;15.683;15.5822;15.4597;15.3865;15.2917;15.1675;15.0522;15.0064;15",16.7273,"0.666667;0.0666667;0.266667"
20.6382,3.6881,10.3191,"1;1.20408;1.65929;1.74494;2.21647;2.68112;3.09354;3.28353;3.75659;4.16202;4.53697;4.92575;5.36952;5.71939;6.16369;6.3145;6.65032;7.01028;7.42372;7.89048;8.32561;8.75566;9.19661;9.6169;9.88015;10.1341;10.6249;11.0618;11.3624;11.7477;12.1235;12.3082;12.6718;13.1384;13.2609;13.6441;13.9561;14.2376;14.4625;14.8736;15.3336;15.4674;15.823;16.2773;16.3682;16.7614;16.9978;17.4737;17.9523;18.4046;18.8509;19.2499;19.5896;20.0581;20.4595;20.8976;21","15;15.0509;15.1947;15.2277;15.3495;15.5065;15.6193;15.648;15.7748;15.9017;16.0062;16.123;16.2614;16.3469;16.4514;16.481;16.5807;16.6933;16.8023;16.8875;17.0139;17.0792;17.1719;17.2528;17.2857;17.3121;17.395;17.4109;17.4217;17.4089;17.3766;17.3519;17.3068;17.2385;17.2084;17.115;17.0398;16.9655;16.894;16.7755;16.6192;16.5791;16.4631;16.3511;16.322;16.2063;16.1404;16.0106;15.8734;15.7452;15.6366;15.5203;15.4258;15.2764;15.156;15.0357;15",16.5354,"0.666667;0.1;0.233333"
20.6862,3.48364,10.3431,"1;1.44249;1.83284;2.1575;2.58002;3.05917;3.47883;3.92259;4.30688;4.68577;5.10406;5.385;5.81505;6.23691;6.56651;7.00282;7.47302;7.70337;8.05054;8.18289;8.54476;9.03084;9.50735;9.89029;10.3838;10.7668;11.2282;11.3276;11.6982;12.1455;12.3359;12.7229;13.0417;13.5309;13.995;14.3727;14.8182;15.2748;15.6006;16.0002;16.4372;16.8239;17.1517;17.4852;17.884;18.3022;18.7398;18.8445;19.2714;19.5387;19.9594;20.3074;20.5764;21","15;15.1095;15.1853;15.3024;15.4358;15.5685;15.69;15.804;15.8941;16.0232;16.1574;16.2319;16.3666;16.5217;16.6164;16.7555;16.8724;16.918;17.0258;17.0783;17.1344;17.2283;17.3388;17.3659;17.4369;17.4744;17.4482;17.4443;17.4795;17.4035;17.3849;17.3117;17.264;17.1691;17.0755;16.9823;16.8607;16.7292;16.6645;16.5405;16.4265;16.3484;16.246;16.1473;16.0301;15.862;15.7268;15.6791;15.5284;15.4383;15.3224;15.1787;15.1008;15",16.3239,"0.666667;0.133333;0.2"
20.7003,3.40598,10.3501,"1;1.46752;1.80243;2.19969;2.54665;2.99724;3.25904;3.70998;4.0245;4.49265;4.81865;5.21802;5.69923;6.13001;6.48505;6.88912;7.2933;7.64189;8.11795;8.38755;8.72218;9.13703;9.59319;10.0748;10.4254;10.6219;11.0594;11.4359;11.5872;11.9716;12.3607;12.5432;12.9283;13.2886;13.6133;14.0809;14.4221;14.8932;15.1115;15.5159;15.9027;16.1102;16.4097;16.7399;17.1941;17.4751;17.7672;18.2158;18.6699;18.9788;19.3603;19.8187;20.1353;20.386;20.7906;21","15;15.1458;15.2624;15.374;15.4974;15.652;15.76;15.958;16.0606;16.2346;16.3359;16.4538;16.5732;16.6309;16.7139;16.8306;16.937;17.0315;17.1379;17.1918;17.2525;17.3326;17.4005;17.4177;17.4514;17.4779;17.5084;17.4855;17.449;17.4387;17.3974;17.3648;17.2802;17.179;17.0812;16.9823;16.9001;16.7814;16.7199;16.5923;16.4669;16.3944;16.3043;16.1995;16.0826;16.0226;15.91;15.7727;15.6563;15.571;15.4737;15.3381;15.2741;15.1907;15.0595;15",16.0929,"0.666667;0.166667;0.166667"
20.8124,2.87689,10.4062,"1;1.26432;1.51749;1.82625;2.28933;2.72879;2.99943;3.39468;3.79131;3.93535;4.35915;4.72183;5.16114;5.61857;6.07789;6.51058;6.82009;7.28886;7.53515;8.00132;8.11686;8.55606;8.94831;9.14826;9.50144;9.89061;10.052;10.1194;10.4252;10.9093;11.1717;11.4637;11.71;12.1953;12.3278;12.7539;12.9705;13.4002;13.4788;13.711;14.083;14.4595;14.6391;15.1093;15.4571;15.8647;16.036;16.46;16.6714;17.0289;17.3273;17.6396;18.1092;18.2124;18.6802;18.9762;19.354;19.6282;19.9903;20.3534;20.7454;21","15;15.0723;15.1383;15.2461;15.398;15.5391;15.6271;15.7595;15.8878;15.9301;16.076;16.2111;16.3837;16.5229;16.6409;16.7871;16.8804;17.0252;17.091;17.2515;17.2822;17.4065;17.4742;17.5258;17.5933;17.6539;17.6765;17.6857;17.6734;17.715;17.7025;17.6547;17.6313;17.582;17.5652;17.519;17.493;17.4237;17.4099;17.3605;17.2859;17.188;17.1495;16.9952;16.8738;16.7589;16.6918;16.5819;16.5225;16.3998;16.3182;16.2015;16.0409;16.0029;15.8364;15.737;15.5838;15.4905;15.3677;15.2343;15.0811;15",15.8378,"0.666667;0.2;0.133333"
20.8772,2.67499,10.4386,"1;1.47298;1.76756;2.03105;2.39533;2.80412;3.22733;3.51102;3.8591;4.15612;4.43606;4.84235;5.25435;5.72507;6.19294;6.5624;6.87166;7.28504;7.42408;7.88227;8.12756;8.5279;8.69977;9.11848;9.49915;9.91898;10.3668;10.5776;10.8675;11.2993;11.7339;12.1581;12.5559;13.0173;13.4825;13.5196;13.9647;14.4263;14.8713;15.04;15.2635;15.718;16.0024;16.4364;16.8473;17.1248;17.4016;17.6013;18.031;18.5008;18.7012;19.1372;19.5833;20.0512;20.4479;20.6389;21","15;15.1621;15.2507;15.3451;15.4856;15.6272;15.7765;15.8666;15.9552;16.0731;16.1784;16.3694;16.5241;16.6759;16.8375;16.9807;17.0864;17.1828;17.2206;17.302;17.3665;17.5054;17.555;17.6494;17.6965;17.7606;17.7979;17.813;17.7896;17.7908;17.7875;17.7403;17.6559;17.566;17.4786;17.4693;17.3388;17.1932;17.0441;16.9858;16.9142;16.7557;16.646;16.5018;16.3754;16.2828;16.186;16.1057;15.9604;15.7913;15.738;15.6054;15.4747;15.3243;15.1949;15.1238;15",15.5862,"0.666667;0.233333;0.1"
20.9483,2.48772,10.4742,"1;1.44755;1.83843;2.21249;2.37612;2.81808;3.17218;3.64;4.08202;4.40393;4.80821;5.11253;5.55952;5.77711;6.24145;6.44604;6.82588;7.17904;7.38436;7.69057;8.10051;8.33053;8.54341;9.009;9.39867;9.78283;10.1522;10.5808;10.9914;11.2282;11.585;11.8673;12.2895;12.5447;12.9712;13.1279;13.201;13.6801;13.9748;14.1723;14.5722;14.6673;15.0723;15.4522;15.5477;15.6697;16.1197;16.5003;16.9376;17.2495;17.6901;17.9282;18.2861;18.4848;18.8181;19.2621;19.3271;19.7835;20.157;20.6235;21","15;15.1541;15.2903;15.4127;15.4782;15.6366;15.7606;15.9342;16.0953;16.2474;16.4094;16.5381;16.7079;16.7969;16.9727;17.0623;17.1723;17.3048;17.3634;17.4414;17.5466;17.6032;17.6781;17.7679;17.8339;17.8829;17.8921;17.8868;17.898;17.8833;17.8479;17.8379;17.8074;17.7674;17.6612;17.6163;17.5939;17.4579;17.3865;17.3364;17.2154;17.1829;17.0513;16.9245;16.8767;16.8258;16.7186;16.6041;16.4604;16.3713;16.2279;16.1405;15.9869;15.9119;15.7877;15.6292;15.61;15.4296;15.321;15.1631;15",15.3272,"0.666667;0.266667;0.0666667"
20.974,2.40753,10.487,"1;1.41914;1.87195;2.21843;2.64093;2.90495;3.31201;3.71985;4.07593;4.23619;4.64947;4.85433;5.17278;5.58164;6.04995;6.40686;6.8673;7.28451;7.74766;8.03623;8.39928;8.76131;9.10947;9.42662;9.85222;10.2862;10.7113;10.7895;11.0596;11.3898;11.6624;11.9761;12.4528;12.7268;12.9838;13.4016;13.8097;14.0329;14.5123;14.8189;15.16;15.4825;15.9221;16.2505;16.5876;16.9675;17.1231;17.5334;17.7736;18.2222;18.6368;18.8233;19.2647;19.3894;19.8528;20.0791;20.3804;20.7933;21","15;15.1515;15.3036;15.4384;15.6248;15.7205;15.8873;16.0306;16.157;16.2163;16.3709;16.4508;16.575;16.7191;16.875;16.9901;17.1483;17.2471;17.3768;17.4676;17.5856;17.6856;17.7693;17.818;17.8902;17.9185;17.9433;17.9504;17.9713;17.9538;17.938;17.9154;17.8554;17.797;17.7554;17.6619;17.5634;17.5085;17.3839;17.2968;17.1973;17.0772;16.9384;16.7918;16.6572;16.504;16.4289;16.262;16.1685;15.9792;15.794;15.733;15.5569;15.5179;15.3543;15.2753;15.187;15.0514;15",15.0545,"0.666667;0.3;0.0333333"
21.1699,2.13144,10.5849,"1;1.3876;1.74677;2.10348;2.42317;2.68071;3.14851;3.5455;3.73515;4.17892;4.60489;4.85859;5.1682;5.60815;5.83767;6.14432;6.45231;6.7737;7.21149;7.58465;8.02518;8.21529;8.61004;9.07039;9.55651;9.62687;9.87659;10.2031;10.5995;10.9675;11.1685;11.6503;12.0813;12.4947;12.8281;13.0682;13.4265;13.8425;14.231;14.5449;14.9941;15.0147;15.3322;15.5613;16.0107;16.3131;16.7846;17.1067;17.552;17.9872;18.1079;18.4682;18.8821;19.0904;19.4609;19.8582;20.2026;20.5692;21","15;15.0986;15.2006;15.3611;15.4864;15.5975;15.7354;15.8825;15.9805;16.1385;16.3195;16.4127;16.57;16.7313;16.8197;16.9473;17.0773;17.211;17.3955;17.5076;17.6396;17.6727;17.7935;17.8901;17.971;17.9748;17.9844;18.0125;18.0624;18.067;18.0872;18.0805;18.1171;18.1186;18.1097;18.0625;17.9853;17.8949;17.8264;17.7265;17.623;17.6146;17.4846;17.4037;17.2588;17.1758;17.0661;16.9509;16.7598;16.5239;16.4714;16.2801;16.0938;15.9712;15.7723;15.6062;15.4707;15.2531;15",14.8238,"0.666667;0.333333;0"
22.7761,280.03,3.23121,"1;1.391;1.78642;2.1157;2.3962;2.55656;2.78738;3.12395;3.47345;3.87788;4.25151;4.58863;4.88473;5.1786;5.56477;6.02324;6.3873;6.70288;7.07312;7.51927;7.9676;8.40723;8.66864;9.12426;9.58086;9.71243;10.1128;10.6;10.8725;11.2956;11.7623;11.9631;12.3859;12.7902;13.2065;13.4815;13.621;14.0831;14.4237;14.6263;14.923;15.3228;15.7636;16.2274;16.3409;16.7565;17.1946;17.47;17.6716;17.72;18.173;18.585;18.7025;19.0362;19.3962;19.7561;19.9548;20.3019;20.5134;20.7496;21","15;14.7249;14.4495;14.1761;13.9276;13.788;13.5839;13.2904;12.9996;12.8011;12.6199;12.4597;12.3478;12.2267;12.0644;11.8724;11.6991;11.5815;11.3969;11.1741;10.9568;10.7442;10.5774;10.3765;10.1872;10.1291;9.99605;9.92494;9.89742;9.88203;9.97967;10.0376;10.2116;10.4125;10.5949;10.7366;10.7939;10.9735;11.1448;11.2286;11.3721;11.5249;11.7011;11.8821;11.9316;12.1318;12.3373;12.4658;12.5614;12.5822;12.7803;12.9517;12.9847;13.2632;13.6045;13.9436;14.1369;14.4477;14.6154;14.8041;15",16.9126,"0.7;0;0.3"
20.3995,7.02257,10.1998,"1;1.45078;1.74085;2.18949;2.57259;2.88228;3.23384;3.69727;4.1258;4.61082;5.07533;5.43565;5.69208;6.00007;6.40321;6.8099;7.19017;7.59867;7.91592;8.26041;8.53934;8.8367;9.16996;9.63758;9.99321;10.3812;10.8763;11.3233;11.645;12.1108;12.3434;12.7341;13.1375;13.2714;13.6562;14.057;14.5426;14.9053;15.2789;15.6892;16.149;16.5784;17.021;17.4761;17.9068;18.0534;18.5031;18.9974;19.4508;19.7739;20.1627;20.4914;20.6927;21","15;15.0768;15.1084;15.1338;15.2047;15.2788;15.3409;15.4497;15.5563;15.6407;15.7499;15.8353;15.89;15.9559;16.06;16.1553;16.2359;16.3271;16.3576;16.4238;16.4782;16.542;16.618;16.71;16.7887;16.8618;16.8923;16.8918;16.8761;16.8133;16.7702;16.7015;16.6516;16.6533;16.6255;16.5634;16.4687;16.3887;16.2742;16.1846;16.0508;15.9409;15.8393;15.757;15.6627;15.6243;15.5124;15.4562;15.3638;15.2615;15.1645;15.1073;15.0641;15",17.2337,"0.7;0.0333333;0.266667"
20.4766,5.37565,10.2383,"1;1.35853;1.78084;1.99511;2.36739;2.74496;3.06622;3.41116;3.81761;3.95937;4.32958;4.72738;4.86062;5.26994;5.71747;6.2068;6.36867;6.83662;7.07146;7.31944;7.62674;7.98313;8.1778;8.53732;8.97191;9.45493;9.85034;10.2036;10.4321;10.8477;11.1844;11.6716;12.0639;12.1901;12.5508;12.9544;13.2898;13.6896;14.1373;14.4752;14.9094;15.3509;15.4966;15.9291;16.3507;16.5082;16.8732;17.291;17.663;18.112;18.3168;18.7516;19.1245;19.4774;19.808;20.2594;20.3931;20.8411;21","15;15.0758;15.1782;15.2304;15.3718;15.4899;15.5759;15.664;15.7409;15.7756;15.8493;15.9598;15.9911;16.0818;16.185;16.28;16.3097;16.4306;16.483;16.5151;16.5927;16.6929;16.7401;16.7895;16.8339;16.9424;16.9706;17.044;17.0422;17.0677;17.0516;17.0193;16.9764;16.9669;16.9232;16.8519;16.7683;16.6819;16.5533;16.4857;16.3756;16.2845;16.2453;16.1365;16.0562;16.0413;15.9321;15.8306;15.775;15.702;15.6335;15.5379;15.4517;15.3832;15.3284;15.1955;15.149;15.0261;15",17.0809,"0.7;0.0666667;0.233333"
20.5683,4.20041,10.2841,"1;1.40587;1.8846;2.22673;2.5704;2.89252;3.09651;3.56915;4.05312;4.24127;4.62991;4.95235;5.33013;5.80424;6.12899;6.56596;6.92934;7.28838;7.63787;7.93409;8.3685;8.62244;9.01364;9.35344;9.75173;10.068;10.3505;10.7807;10.9851;11.4453;11.7581;12.1976;12.6288;12.8928;13.3198;13.6974;13.9853;14.2835;14.7593;15.1067;15.5931;16.0107;16.1615;16.5384;17.0202;17.4963;17.9203;18.3425;18.7746;19.0543;19.3505;19.7885;20.2489;20.7051;21","15;15.0707;15.1746;15.2357;15.3173;15.396;15.4492;15.5784;15.7033;15.7489;15.8436;15.9391;16.0504;16.1964;16.2813;16.3956;16.5046;16.6014;16.6949;16.7831;16.895;16.945;17.026;17.0862;17.159;17.1966;17.2328;17.2671;17.281;17.277;17.2471;17.2177;17.1801;17.1402;17.0695;16.9515;16.8904;16.8204;16.7025;16.6184;16.5027;16.386;16.3356;16.2305;16.1255;15.9805;15.828;15.71;15.5664;15.4917;15.4145;15.3224;15.1848;15.073;15",16.8747,"0.7;0.1;0.2"
20.6838,3.42604,10.3419,"1;1.35862;1.71799;2.00042;2.46376;2.87757;3.2835;3.7419;3.88807;4.1743;4.42851;4.69961;5.04668;5.51196;5.91412;6.37502;6.84809;7.33289;7.59733;7.88454;8.20286;8.49276;8.93457;9.19975;9.34042;9.81378;10.3059;10.564;11.0105;11.4987;11.6591;12.0895;12.424;12.9073;13.3696;13.7812;14.0677;14.3878;14.773;14.9788;15.3262;15.6738;16.0946;16.3935;16.7701;17.1721;17.3788;17.8389;18.2523;18.6488;18.8711;19.2054;19.5749;19.7922;20.1966;20.6151;21","15;15.1043;15.214;15.3196;15.4817;15.6121;15.7593;15.9274;15.964;16.0356;16.0908;16.159;16.2636;16.404;16.5419;16.672;16.7913;16.9073;16.9699;17.0344;17.1056;17.1717;17.2697;17.3128;17.3329;17.3874;17.4177;17.4581;17.4707;17.4467;17.4288;17.4152;17.3754;17.3153;17.219;17.1282;17.0786;17.0098;16.8789;16.7973;16.6936;16.6165;16.5052;16.3998;16.2842;16.1464;16.0803;15.9334;15.8099;15.6888;15.6068;15.5181;15.4123;15.3502;15.2624;15.145;15",16.6591,"0.7;0.133333;0.166667"
20.7559,3.09138,10.378,"1;1.23506;1.59495;1.8787;2.31226;2.75606;3.02391;3.24442;3.63843;4.05181;4.40201;4.83711;5.04682;5.43937;5.8107;6.17176;6.62776;7.01867;7.35574;7.8348;8.30655;8.64965;9.03355;9.18348;9.54281;10.0275;10.3636;10.6881;11.1614;11.3896;11.6494;12.1304;12.5494;12.8499;13.2565;13.4562;13.923;14.2222;14.4335;14.7573;15.2271;15.6025;16.0173;16.4422;16.9057;17.3103;17.7591;18.0734;18.3717;18.6903;19.1566;19.5349;19.8896;20.2491;20.655;20.7611;21","15;15.0721;15.1827;15.2559;15.3953;15.5333;15.6092;15.6601;15.7922;15.9199;16.0387;16.2041;16.2831;16.44;16.5457;16.6832;16.8139;16.9383;17.0193;17.1237;17.2208;17.2918;17.3671;17.3868;17.4389;17.5058;17.5489;17.5758;17.5863;17.5939;17.5979;17.5759;17.5269;17.4559;17.3872;17.3312;17.2374;17.1601;17.0969;17.019;16.9039;16.768;16.6354;16.5106;16.3391;16.1812;16.0454;15.9288;15.8131;15.706;15.5433;15.4013;15.2883;15.1849;15.0852;15.0533;15",16.4281,"0.7;0.166667;0.133333"
20.7911,3.00108,10.3955,"1;1.23622;1.70779;2.08678;2.53079;2.94002;3.30312;3.70877;4.14182;4.51532;4.89804;5.30684;5.50511;5.90399;6.23465;6.56946;6.91561;7.36451;7.56642;8.02512;8.19956;8.48846;8.89471;9.37164;9.61042;10.0665;10.4444;10.7986;11.1131;11.4334;11.872;12.1367;12.5972;12.702;13.1575;13.6545;14.0645;14.3776;14.7177;15.1047;15.4147;15.772;16.2286;16.6016;17.0462;17.4722;17.7903;17.9788;18.416;18.8628;19.0959;19.5662;19.8707;20.2256;20.5165;20.7863;21","15;15.0564;15.1982;15.3338;15.4657;15.5807;15.688;15.7987;15.9424;16.0741;16.1812;16.3245;16.3962;16.5652;16.6882;16.7794;16.9107;17.0186;17.0671;17.1669;17.2138;17.2891;17.4136;17.5013;17.5465;17.6111;17.602;17.6086;17.6097;17.612;17.6049;17.5769;17.5312;17.4982;17.3918;17.3404;17.2851;17.2095;17.1157;16.9881;16.8694;16.7423;16.5839;16.4391;16.3053;16.2101;16.0998;16.0362;15.9052;15.7415;15.6925;15.5375;15.3977;15.2822;15.1736;15.0854;15",16.1935,"0.7;0.2;0.1"
20.912,2.57633,10.456,"1;1.34356;1.69497;2.11328;2.42419;2.63283;3.06018;3.50617;3.88238;4.26467;4.49972;4.7583;5.04909;5.34442;5.68066;6.1199;6.5341;6.97165;7.16358;7.60372;8.00807;8.30226;8.39767;8.85538;9.32578;9.58941;9.75888;10.131;10.3844;10.7711;11.2595;11.5316;11.8072;12.2807;12.6145;13.0834;13.3654;13.6915;14.1374;14.3151;14.7792;14.9611;15.403;15.852;16.2732;16.6676;17.1323;17.5523;17.9349;18.3036;18.769;19.1001;19.5451;20.0032;20.3368;20.7162;20.962;21","15;15.1583;15.2993;15.4339;15.5535;15.6062;15.7564;15.8927;16.035;16.1702;16.2637;16.365;16.4587;16.568;16.6789;16.826;16.9981;17.1348;17.1915;17.3176;17.3955;17.4622;17.4824;17.5774;17.6685;17.7305;17.7641;17.8137;17.8135;17.8235;17.8375;17.8163;17.7884;17.7564;17.7163;17.6582;17.6061;17.5099;17.4044;17.3528;17.2277;17.176;17.025;16.8915;16.7492;16.5747;16.4042;16.2472;16.1253;16.0207;15.8932;15.7663;15.5975;15.4315;15.3067;15.1488;15.0313;15",15.9366,"0.7;0.233333;0.0666667"
20.9044,2.61737,10.4522,"1;1.18357;1.6651;1.79893;2.1435;2.29032;2.62805;2.9853;3.32332;3.77476;4.23429;4.59618;4.91076;5.15452;5.62181;5.931;6.30817;6.77491;7.22553;7.70232;7.97756;8.42466;8.61625;9.04454;9.33732;9.6627;9.9428;10.4315;10.8402;11.3182;11.7925;12.2302;12.7197;13.0647;13.4073;13.7034;14.0732;14.5527;14.9761;15.3591;15.8057;15.8883;16.2527;16.5676;16.9006;17.3745;17.7468;18.1919;18.6563;18.9676;19.3233;19.5379;19.8218;20.287;20.7355;21","15;15.0331;15.1636;15.2182;15.3376;15.3919;15.5155;15.6782;15.8206;15.9445;16.0869;16.2069;16.3126;16.3968;16.5638;16.6664;16.8387;16.9899;17.1354;17.2796;17.3662;17.4748;17.5224;17.6086;17.6788;17.7356;17.7923;17.8554;17.8747;17.8528;17.8155;17.7915;17.7106;17.6406;17.5348;17.4562;17.3042;17.1778;17.0355;16.8941;16.753;16.7317;16.5961;16.5039;16.3905;16.2328;16.0945;15.9634;15.8171;15.6974;15.5902;15.5027;15.3799;15.2056;15.0499;15",15.6795,"0.7;0.266667;0.0333333"
