Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
31.201,0.982408,2.21828,"1;1.02226;1.07024;1.11213;1.13489;1.19477;1.37255;1.4663;1.58936;1.78314;1.9097;2.0617;2.24419;2.46477;2.62551;2.7496;2.99771;3.12001;3.41874;3.68535;4.01471;4.20125;4.42043;4.63131;5.00783;5.24332;5.3961;5.78796;5.95512;6.17141;6.55623;6.72898;7.01651;7.465;7.66374;8.07382;8.32246;8.56919;8.81029;9.10837;9.5772;10.0172;10.3955;10.8432;11.0276;11.3918;11.6272;11.9041;12.2626;12.6238;13.0624;13.4851;13.9415;14.4052;14.7819;15.165;15.5693;15.8374;16.2409;16.5951;16.8899;17.1515;17.3146;17.6352;17.7025;18.0011;18.3054;18.6082;18.8769;19.1684;19.3836;19.5566;19.7119;19.8935;20.1044;20.2595;20.4216;20.4886;20.6003;20.739;20.8246;20.8627;20.8827;20.9268;20.9394;21","15;14.5552;14.059;13.5909;13.2812;12.9899;12.5852;12.3171;12.0217;11.6098;11.268;10.9393;10.5389;10.1256;9.78971;9.53947;9.18409;9.02339;8.64938;8.32907;7.9939;7.83941;7.64814;7.48683;7.22091;7.01756;6.90314;6.62169;6.51525;6.37989;6.14422;6.0314;5.9003;5.69141;5.59762;5.50053;5.39982;5.3063;5.23311;5.16964;5.09711;5.02753;5.0126;4.94996;4.97605;5.01012;5.05078;5.0929;5.15264;5.19922;5.28319;5.39143;5.54143;5.66473;5.81182;5.99297;6.20025;6.34385;6.63649;6.8709;7.10818;7.29685;7.42239;7.74406;7.81243;8.12713;8.41094;8.77463;9.12038;9.50959;9.79969;10.1003;10.3452;10.6558;11.0331;11.422;11.8536;12.0257;12.4091;12.8573;13.1411;13.6158;13.7312;14.2127;14.6107;15",2.69002,"0.0333333;0.4;0.566667"
31.5649,0.949102,2.23536,"1;1.00489;1.08957;1.1436;1.20697;1.22501;1.31606;1.37483;1.48286;1.5502;1.66141;1.77357;1.97293;2.20218;2.37378;2.61116;2.76558;2.94218;3.09141;3.33525;3.5115;3.72221;3.98313;4.26254;4.49584;4.79862;5.0872;5.32411;5.69656;6.10245;6.48643;6.90935;7.17715;7.41125;7.85154;8.22991;8.62223;9.09193;9.54524;9.83404;10.1231;10.4939;10.9028;11.346;11.7444;12.142;12.518;12.6951;12.9388;13.2341;13.6645;13.7112;14.1739;14.4064;14.8251;15.0527;15.4499;15.808;16.2466;16.4866;16.8461;17.1404;17.4352;17.7035;17.8575;18.202;18.5026;18.8331;19.0081;19.2417;19.5095;19.6294;19.7569;19.9487;20.022;20.1776;20.3283;20.4943;20.5642;20.7279;20.914;20.9872;21.0098;20.988;21.0074;21.0028;21","15;14.517;14.0394;13.6548;13.297;13.1193;12.8788;12.6986;12.3999;12.1977;11.8782;11.5458;11.1237;10.7124;10.3786;9.9908;9.70915;9.43584;9.17444;8.88243;8.65274;8.40736;8.09877;7.80017;7.58543;7.29287;7.02972;6.83834;6.52868;6.27173;5.99581;5.77683;5.64394;5.51888;5.37177;5.23672;5.13793;5.00809;4.94197;4.8938;4.86776;4.85001;4.83702;4.87501;4.87542;4.9343;4.98786;5.01854;5.07307;5.13162;5.21567;5.22553;5.36304;5.44601;5.59131;5.68566;5.86661;6.05486;6.2878;6.4671;6.72495;6.96854;7.23443;7.45021;7.60516;7.94404;8.28412;8.63736;8.85298;9.20847;9.6166;9.80996;10.0647;10.4543;10.6225;10.9512;11.3026;11.709;11.9363;12.3927;12.8427;13.1314;13.5265;13.9217;14.2401;14.5717;15",2.65563,"0.0333333;0.433333;0.533333"
31.9615,0.931062,2.26399,"1;1.04996;1.0633;1.04784;1.05607;1.10573;1.14769;1.14889;1.25845;1.35434;1.44676;1.56479;1.65542;1.87859;2.11562;2.35553;2.59608;2.85049;3.14022;3.32567;3.58688;3.76965;4.0389;4.31881;4.66789;4.84267;5.15835;5.47147;5.60857;5.89359;6.23814;6.61347;6.94381;7.32763;7.40939;7.60235;7.9197;8.28831;8.47054;8.89718;9.28021;9.49897;9.96305;10.3724;10.5977;10.9295;11.2693;11.4835;11.9657;12.4172;12.8088;13.2674;13.7084;14.1951;14.4007;14.8237;15.2187;15.6215;16.014;16.3008;16.5318;16.873;17.1123;17.4564;17.6918;18.0182;18.1787;18.3803;18.546;18.8584;19.0482;19.2268;19.4312;19.5812;19.7475;19.9763;20.2611;20.3075;20.4786;20.6763;20.7704;20.9211;21.0932;21.0757;21.0625;21.0902;21.0477;21.1105;21","15;14.6833;14.3818;14.1665;13.7992;13.4174;13.2197;12.8499;12.5454;12.2034;11.88;11.5447;11.339;10.9228;10.4912;10.141;9.71732;9.33104;9.02862;8.81327;8.45947;8.29309;7.99508;7.63355;7.29887;7.16727;6.8647;6.57361;6.48635;6.2558;6.05406;5.83598;5.63575;5.45672;5.42562;5.34144;5.25299;5.12219;5.06212;4.98876;4.91301;4.88203;4.8219;4.81602;4.78374;4.78026;4.7682;4.78155;4.79045;4.87674;4.93725;5.05063;5.13359;5.19477;5.25185;5.37683;5.55394;5.83039;6.02474;6.14819;6.35185;6.5909;6.78693;7.07585;7.27458;7.62585;7.81063;8.08941;8.33915;8.72495;8.91084;9.35434;9.57592;9.8687;10.1656;10.5272;10.9015;10.9938;11.4152;11.8382;12.0769;12.5247;12.9724;13.247;13.4253;13.7762;14.1258;14.6193;15",2.63187,"0.0333333;0.466667;0.5"
32.2127,0.90902,2.25117,"1;1.03292;1.11527;1.19247;1.21979;1.33178;1.39796;1.45935;1.53706;1.63514;1.67699;1.74685;1.89851;2.05422;2.19805;2.28218;2.48993;2.6009;2.80749;3.07491;3.36293;3.69682;4.04989;4.3059;4.49385;4.86307;5.10692;5.30241;5.61608;5.97506;6.32182;6.77472;6.98293;7.40897;7.8147;8.04557;8.38682;8.7554;9.21545;9.58742;9.86841;10.1292;10.4674;10.8208;11.1117;11.5317;11.8763;12.3244;12.7003;12.9243;13.2849;13.7292;14.1749;14.5405;14.9924;15.0815;15.5147;15.9421;16.2903;16.5873;16.9937;17.1758;17.5473;17.7569;17.977;18.2818;18.5559;18.842;19.1412;19.3795;19.596;19.7478;19.9423;20.2187;20.3927;20.4602;20.6679;20.8481;21.0126;21.1248;21.177;21.2246;21.1182;21.07;21.0646;20.9891;21","15;14.8223;14.3811;13.899;13.5148;13.1169;12.7431;12.4774;12.1134;11.8047;11.6295;11.4345;11.0398;10.6646;10.2761;10.0734;9.67711;9.46835;9.10334;8.74565;8.33744;7.98024;7.65652;7.38844;7.21131;6.90508;6.70521;6.55022;6.31802;6.04564;5.84026;5.64035;5.5436;5.36393;5.22835;5.15292;5.03947;4.90404;4.83739;4.69928;4.6899;4.66798;4.66175;4.65223;4.66976;4.6578;4.69267;4.74428;4.81911;4.88722;4.94988;5.04506;5.23083;5.3482;5.53497;5.58095;5.78649;5.97689;6.11371;6.31031;6.59173;6.7144;7.02891;7.2243;7.43263;7.73219;8.05123;8.35771;8.75008;9.05707;9.37055;9.63807;10.0299;10.4188;10.6973;10.8081;11.1421;11.433;11.8934;12.3121;12.6198;12.8773;13.3585;13.7318;14.0465;14.5122;15",2.57881,"0.0333333;0.5;0.466667"
32.7166,0.88853,2.28772,"1;1.04661;1.14306;1.22422;1.24694;1.29901;1.38787;1.56707;1.71773;1.77555;1.95683;2.09567;2.21442;2.28883;2.46301;2.57784;2.75053;2.91414;3.11194;3.29935;3.54324;3.84275;3.88596;4.26693;4.60917;4.9339;5.31015;5.70754;5.89276;6.21272;6.61007;6.94569;7.23624;7.58701;8.03029;8.2712;8.52252;8.83336;9.01519;9.47743;9.6921;10.1779;10.5732;10.7721;11.0964;11.3456;11.7188;12.084;12.3143;12.7845;13.1354;13.4517;13.8244;14.1341;14.6138;15.0883;15.5517;15.7621;16.1528;16.544;16.7272;17.1087;17.4704;17.8149;18.1217;18.4277;18.6724;18.9029;19.2025;19.402;19.5747;19.7365;19.8801;20.1028;20.1668;20.2885;20.4266;20.5385;20.6844;20.8553;20.9308;20.9686;21.1133;21.1092;21.1652;21.1706;21.1552;21.0462;21","15;14.7915;14.3083;13.909;13.6527;13.2291;12.9996;12.5481;12.2376;12.0538;11.691;11.2825;11.0275;10.7131;10.4041;10.1976;9.76184;9.29647;8.85927;8.45456;8.16667;7.85563;7.79361;7.52848;7.30701;7.06721;6.76132;6.50131;6.33913;6.06303;5.85833;5.51849;5.36852;5.17681;4.94835;4.79723;4.69533;4.60384;4.52749;4.36009;4.33326;4.33891;4.28856;4.26283;4.21969;4.22188;4.26538;4.32059;4.37906;4.4424;4.61653;4.73622;4.78214;4.82497;4.9329;5.06294;5.20619;5.3145;5.53586;5.81487;5.96012;6.25369;6.52812;6.86985;7.16927;7.41087;7.71973;7.98395;8.27709;8.47895;8.87793;9.23669;9.55831;9.79764;10.2172;10.4723;10.9;11.3707;11.8023;12.2307;12.6052;12.8464;13.0915;13.1888;13.6556;13.9986;14.4478;14.9266;15",2.55578,"0.0333333;0.533333;0.433333"
32.2494,0.909465,2.27871,"1;1.0219;1.06554;1.08757;1.10615;1.0573;1.11003;1.13853;1.21462;1.26214;1.39253;1.52201;1.62243;1.83088;2.02884;2.17039;2.35525;2.44658;2.63941;2.80051;3.10736;3.40756;3.6758;3.93582;4.29997;4.39362;4.7159;4.84506;5.21844;5.64517;5.99938;6.19269;6.50596;6.92252;7.24178;7.63122;7.90529;8.18808;8.57031;8.89627;9.26066;9.40506;9.69154;10.1021;10.3523;10.6782;11.076;11.4715;11.6993;11.9915;12.1733;12.649;13.123;13.5281;13.957;14.3914;14.7427;15.1139;15.5472;15.9593;16.3053;16.4468;16.7402;17.0243;17.2429;17.3877;17.6629;17.9937;18.1257;18.4317;18.736;19.0258;19.205;19.4131;19.644;19.9347;20.1691;20.3547;20.4716;20.543;20.7211;20.7912;20.91;21.0117;21.0879;21.0505;21.0378;21","15;14.6204;14.3002;14.029;13.6593;13.2242;12.9367;12.6053;12.2411;12.0602;11.6723;11.3475;11.1382;10.7494;10.3376;10.0395;9.64288;9.47977;9.11904;8.89872;8.52653;8.22944;7.94197;7.6815;7.34152;7.24279;6.96794;6.87242;6.67383;6.42237;6.173;6.03558;5.88678;5.64383;5.47852;5.28813;5.19213;5.09435;4.95707;4.88316;4.80035;4.73199;4.59467;4.49967;4.4902;4.44084;4.43973;4.49877;4.48775;4.50913;4.49469;4.52532;4.64334;4.74694;4.95643;5.08568;5.23103;5.39053;5.57418;5.84261;6.09646;6.18357;6.47763;6.67099;6.92527;7.14216;7.49393;7.85846;8.0677;8.43763;8.77211;9.12358;9.54267;9.9441;10.2244;10.5604;10.862;11.2919;11.5649;11.9708;12.4268;12.8378;13.1105;13.5224;13.9;14.3704;14.7389;15",2.50183,"0.0333333;0.566667;0.4"
33.2506,0.827791,2.25597,"1;1.00368;1.02127;1.00981;1.01943;1.03439;1.06375;1.09488;1.15094;1.17245;1.23833;1.27877;1.39232;1.51455;1.68973;1.89676;2.10434;2.29342;2.43052;2.55102;2.71088;2.85693;3.07962;3.19899;3.40115;3.7031;3.9227;4.12858;4.34993;4.71276;5.01692;5.37485;5.71752;6.03777;6.30668;6.48807;6.84793;7.12737;7.48297;7.91789;8.37558;8.72111;9.0053;9.4637;9.89678;10.2975;10.741;10.8759;11.263;11.4726;11.8902;12.2999;12.6109;13.0001;13.4417;13.9163;14.3058;14.5965;14.7662;15.1108;15.5529;15.6292;16.0148;16.2288;16.5079;16.819;17.1128;17.4566;17.7328;18.0776;18.2067;18.4725;18.7529;19.0505;19.2955;19.4364;19.6463;19.7228;19.9213;20.0894;20.1787;20.2881;20.4137;20.5272;20.5955;20.6446;20.671;20.7086;20.7337;20.7947;20.8861;20.9771;21.0207;21","15;14.5132;14.2045;13.8377;13.6055;13.2132;13.1236;12.8429;12.4986;12.2943;11.9316;11.7806;11.4047;11.0379;10.612;10.1661;9.81893;9.44013;9.14932;8.90872;8.63023;8.38926;8.05721;7.88656;7.60897;7.26495;7.008;6.78503;6.54562;6.22614;5.97279;5.67157;5.45526;5.26696;5.13141;5.03895;4.88251;4.77731;4.62429;4.49181;4.36604;4.274;4.19166;4.14225;4.05238;4.04696;4.0466;4.04364;4.05021;4.05938;4.07745;4.07556;4.10168;4.18271;4.24617;4.39232;4.52453;4.63468;4.72307;4.88867;5.11977;5.15505;5.36421;5.49468;5.71113;5.94924;6.21573;6.50543;6.76858;7.12139;7.27573;7.62509;7.98824;8.36003;8.77975;8.98315;9.41627;9.52306;9.97919;10.3593;10.5433;10.8267;11.2797;11.666;12.0326;12.3283;12.5644;12.8379;13.135;13.6193;14.0957;14.4254;14.6861;15",2.43222,"0.0333333;0.6;0.366667"
33.4646,0.819674,2.25033,"1;0.947851;0.893447;0.869381;0.831852;0.807841;0.874407;0.977957;1.10212;1.15709;1.25603;1.40587;1.57256;1.6213;1.85297;2.06621;2.15653;2.32413;2.35843;2.60202;2.70341;2.8812;3.07604;3.39085;3.46637;3.61049;3.85203;4.21772;4.59466;4.8395;5.13851;5.42757;5.83995;6.17193;6.58677;7.01297;7.03468;7.35781;7.74797;8.10135;8.34343;8.75486;9.22437;9.51209;9.92464;10.3021;10.664;11.0036;11.4959;11.7405;12.1097;12.5262;12.8208;12.9134;13.2912;13.527;13.9202;14.149;14.4238;14.7303;15.1803;15.6201;15.9476;16.2076;16.4888;16.6409;16.937;17.3195;17.5927;17.9349;18.1563;18.4711;18.716;18.9614;19.1371;19.3789;19.6265;19.8163;19.9129;20.1496;20.2961;20.479;20.5091;20.5798;20.6602;20.7254;20.844;20.9238;20.9871;21.0556;21.0618;21.0755;21.0631;20.9989;20.9797;20.9947;21.0014;21","15;14.6064;14.1448;13.9029;13.4818;13.2796;12.9968;12.5744;12.1686;11.9403;11.6208;11.31;10.9628;10.8761;10.4409;9.99342;9.83601;9.46293;9.36912;8.99016;8.78167;8.50602;8.1911;7.82713;7.73403;7.5584;7.29172;6.95291;6.63746;6.41881;6.1592;5.92624;5.64422;5.43999;5.17975;4.95542;4.93667;4.75813;4.58673;4.44288;4.35014;4.25163;4.18409;4.12841;4.08173;4.02382;4.01412;3.99423;3.98272;3.97939;4.00851;4.09911;4.14746;4.16534;4.25292;4.29727;4.38381;4.45716;4.54217;4.6283;4.79477;5.01204;5.18481;5.32779;5.51171;5.61321;5.8143;6.09644;6.36018;6.65271;6.86549;7.24492;7.53169;7.84494;8.09633;8.44963;8.87959;9.25565;9.41381;9.8529;10.1596;10.6146;10.7022;10.9109;11.1494;11.3903;11.8156;12.1207;12.366;12.7826;12.8294;13.1186;13.2121;13.6392;13.8347;14.328;14.7453;15",2.38472,"0.0333333;0.633333;0.333333"
33.4027,0.82365,2.26397,"1;1.05041;1.05771;1.07234;1.06753;1.10623;1.14566;1.25786;1.37089;1.47993;1.61428;1.68697;1.82807;1.99236;2.17723;2.26188;2.40063;2.51581;2.7292;2.98525;3.21031;3.29495;3.58822;3.85675;3.95989;4.27966;4.65223;4.9865;5.36223;5.56581;5.95636;6.07414;6.44766;6.83683;7.31655;7.69219;8.04285;8.17913;8.53509;8.92406;9.1949;9.62856;9.88061;10.2715;10.4315;10.6461;11.0775;11.3498;11.8451;12.1552;12.389;12.6597;13.1012;13.2879;13.7627;14.1151;14.2177;14.5617;14.7696;15.154;15.5458;15.9465;16.133;16.5258;16.752;16.9856;17.329;17.5652;17.8457;18.1596;18.3298;18.5779;18.8186;18.9806;19.0545;19.3208;19.5629;19.6779;19.8578;20.019;20.1508;20.2939;20.4519;20.5446;20.5866;20.6109;20.6823;20.7495;20.7184;20.7863;20.8965;21.0338;21.0286;21.0079;21","15;14.5719;14.0946;13.66;13.5749;13.1141;12.7432;12.3453;11.8745;11.4264;11.0986;10.8385;10.5588;10.092;9.69066;9.52158;9.22101;8.96016;8.64892;8.2196;7.84456;7.75184;7.38453;7.08722;6.96211;6.6517;6.38967;6.02647;5.75475;5.6081;5.32921;5.2627;5.05553;4.81556;4.67464;4.48904;4.36286;4.31426;4.21212;4.11299;4.051;3.93391;3.88947;3.812;3.8417;3.83844;3.84766;3.87504;3.87459;3.93422;3.97792;4.03786;4.20165;4.22798;4.28277;4.40592;4.44506;4.58221;4.6812;4.85772;5.05434;5.2777;5.40805;5.68241;5.82948;6.03191;6.36198;6.60763;6.84414;7.18337;7.40352;7.73044;8.01179;8.21738;8.31211;8.6716;9.10765;9.32299;9.68328;10.0278;10.501;10.8606;11.2503;11.6291;11.7671;12.2261;12.4441;12.9096;12.9973;13.2892;13.6531;14.1178;14.4643;14.948;15",2.34171,"0.0333333;0.666667;0.3"
34.5229,0.765244,2.27365,"1;0.959424;0.966364;1.00243;1.00284;1.02202;1.00499;1.01987;1.0949;1.13589;1.17477;1.2008;1.24453;1.37921;1.47163;1.59188;1.79186;2.02176;2.12893;2.35383;2.54772;2.84954;3.04788;3.30391;3.55312;3.82293;4.13838;4.38508;4.75023;4.92696;5.21119;5.53819;5.80239;5.97759;6.40597;6.75087;7.09555;7.28371;7.70478;7.96852;8.24708;8.71063;9.16813;9.64344;9.7591;10.2533;10.6676;10.9268;11.3648;11.5008;11.8852;12.1882;12.5943;13.0196;13.3165;13.6827;14.1367;14.4338;14.8807;15.3095;15.6213;16.0289;16.3427;16.7152;17.0002;17.1617;17.4297;17.6683;17.7865;18.1496;18.3179;18.6507;18.8249;19.0717;19.159;19.4256;19.5821;19.7839;19.9271;20.0925;20.285;20.4347;20.4763;20.6309;20.6871;20.756;20.8786;21.0318;21.0919;21.0633;21.1623;21.1605;21.0891;21.0461;21.015;21","15;14.6713;14.4672;14.0007;13.5218;13.1225;12.7524;12.4206;11.9504;11.7532;11.4284;11.0979;10.9203;10.4604;10.1528;9.80226;9.41514;9.02881;8.80837;8.39847;8.07971;7.72925;7.51057;7.17312;6.88796;6.59423;6.3285;6.10892;5.84589;5.69639;5.47963;5.19668;5.03169;4.92574;4.6864;4.52468;4.32076;4.22988;4.05006;3.93331;3.8672;3.75723;3.58868;3.51229;3.47969;3.41635;3.44197;3.4378;3.43819;3.4473;3.45356;3.45497;3.53455;3.61647;3.68576;3.79528;3.93169;4.04099;4.24659;4.45467;4.59876;4.84306;5.05433;5.36622;5.6045;5.73284;5.96429;6.20411;6.32549;6.66812;6.85094;7.2101;7.44018;7.72263;7.85028;8.22672;8.54854;8.94811;9.19982;9.52631;9.89911;10.2903;10.4415;10.8848;11.1238;11.5756;11.9178;12.3421;12.4863;12.9745;13.2551;13.5445;14.0281;14.2362;14.6484;15",2.29274,"0.0333333;0.7;0.266667"
33.7311,0.80139,2.24936,"1;0.999846;0.99579;1.02408;0.983619;1.04898;1.03455;1.0826;1.18586;1.26108;1.36132;1.43946;1.54421;1.61891;1.63507;1.77298;1.9117;2.1369;2.20339;2.269;2.44014;2.58683;2.80846;3.03666;3.18779;3.42561;3.59755;3.84863;4.10464;4.4441;4.62757;4.96082;5.28005;5.48405;5.80185;6.211;6.32571;6.68953;7.12678;7.55411;7.7949;8.16368;8.57517;8.96188;9.07614;9.17166;9.59076;9.66941;10.1139;10.5303;11.0185;11.1344;11.5216;11.9237;12.3759;12.8175;13.06;13.2837;13.6867;14.1391;14.5063;14.7968;15.1682;15.5375;15.9211;16.2564;16.4376;16.707;16.889;17.2071;17.4031;17.7342;17.916;18.1376;18.2821;18.4885;18.7476;19.0019;19.2091;19.4721;19.5748;19.7014;19.7883;19.9276;20.057;20.192;20.3414;20.4191;20.5208;20.6067;20.6348;20.7107;20.7814;20.7751;20.7723;20.8133;20.8535;20.8724;20.9331;21","15;14.704;14.4433;13.9934;13.6651;13.2849;12.9864;12.5326;12.0787;11.7939;11.3906;11.125;10.7501;10.5543;10.5134;10.1849;9.80431;9.44353;9.33147;9.21947;8.88691;8.63846;8.24189;7.90997;7.71598;7.39129;7.21561;6.92691;6.66379;6.33436;6.18272;5.87755;5.67711;5.52881;5.35348;5.12175;5.06107;4.8534;4.62402;4.44025;4.34397;4.20088;4.06932;3.98198;3.94368;3.91314;3.84166;3.81721;3.73438;3.69386;3.66443;3.66;3.65902;3.68316;3.74517;3.81805;3.88385;3.94848;4.06194;4.20988;4.35812;4.47975;4.66902;4.89169;5.11188;5.31298;5.43333;5.59542;5.7474;6.00249;6.19177;6.46601;6.65379;6.90703;7.0978;7.37496;7.6668;8.00044;8.31542;8.73632;8.93271;9.19022;9.37959;9.69592;10.0307;10.2948;10.659;10.9338;11.3722;11.8468;11.9855;12.4081;12.8585;13.1202;13.3442;13.6869;13.8929;14.2736;14.6321;15",2.2369,"0.0333333;0.733333;0.233333"
34.2173,0.775436,2.25607,"1;0.975919;0.944213;0.932784;0.928429;0.891173;0.931402;0.939527;1.00765;1.05806;1.08444;1.17671;1.28406;1.41552;1.55838;1.60501;1.7466;1.95829;2.0967;2.15177;2.33886;2.41476;2.64098;2.88005;3.09688;3.37497;3.51882;3.78715;4.12776;4.46975;4.77786;4.98074;5.17732;5.56695;5.8395;5.99475;6.40171;6.82077;7.11012;7.32324;7.71195;7.83668;8.27822;8.49444;8.89379;9.25474;9.52066;9.78371;10.2766;10.3235;10.8015;11.2989;11.6482;12.1131;12.3981;12.8676;13.2757;13.4863;13.9347;14.0661;14.1695;14.3226;14.7557;14.9928;15.381;15.6727;15.9245;16.2677;16.3871;16.6443;16.8088;17.1845;17.5254;17.8088;18.1488;18.243;18.556;18.7524;18.9528;19.1916;19.4261;19.491;19.6406;19.8555;20.0346;20.0944;20.2512;20.4006;20.5229;20.633;20.6811;20.7408;20.7497;20.8052;20.8655;20.9195;20.9321;20.972;21","15;14.8631;14.4612;14.0207;13.7145;13.2425;12.8739;12.6557;12.351;11.9568;11.8135;11.4164;11.0349;10.5734;10.2214;10.0965;9.76377;9.35411;9.08955;8.98548;8.65414;8.52512;8.12904;7.74521;7.45582;7.10367;6.92586;6.62315;6.31422;5.9999;5.74796;5.55226;5.43479;5.169;4.98796;4.90439;4.66001;4.4503;4.31967;4.22923;4.07888;4.04161;3.8878;3.82609;3.7344;3.65422;3.59579;3.55999;3.50768;3.50467;3.47759;3.46829;3.50617;3.56828;3.61075;3.6971;3.81767;3.8734;4.03759;4.07702;4.11068;4.16239;4.35953;4.46409;4.68963;4.8605;4.98441;5.15168;5.22494;5.38302;5.51883;5.84419;6.13917;6.38808;6.71902;6.81835;7.17029;7.45955;7.73243;8.06438;8.45731;8.58123;8.91001;9.33961;9.74885;9.89583;10.3594;10.7699;11.2146;11.5546;12.0161;12.4799;12.5794;12.9925;13.2848;13.7235;14.1321;14.6113;15",2.18629,"0.0333333;0.766667;0.2"
34.6889,0.754062,2.2636,"1;1.01529;1.01194;1.0131;1.00879;1.03583;1.03389;1.09463;1.15572;1.24619;1.32552;1.36681;1.50373;1.64124;1.79892;1.86313;1.98794;2.10719;2.31415;2.40168;2.64037;2.8779;3.04833;3.32467;3.49682;3.64193;3.85707;4.06361;4.29015;4.55595;4.90244;5.19702;5.39888;5.80573;6.14072;6.44886;6.61568;6.76732;7.09076;7.53836;7.7043;7.98625;8.3422;8.58249;8.91999;9.36755;9.45833;9.93412;10.1316;10.5742;10.9157;11.2752;11.5756;11.7776;12.1549;12.4169;12.8295;13.0287;13.1439;13.5673;13.921;14.2131;14.3566;14.5186;14.8409;15.1902;15.4604;15.6728;16.0088;16.1205;16.4077;16.5571;16.8651;17.1845;17.3871;17.6937;17.9624;18.285;18.5567;18.5996;18.7894;19.0718;19.3291;19.4552;19.6638;19.8458;20.0222;20.1887;20.3304;20.4338;20.5877;20.6988;20.7408;20.8489;20.903;20.9286;20.9613;20.99;20.9777;20.9958;21.0538;20.9351;20.9689;21.006;21","15;14.6791;14.2774;13.9011;13.408;13.115;12.8283;12.3398;11.9278;11.4652;11.1223;10.934;10.4939;10.081;9.63142;9.45611;9.1193;8.82181;8.38308;8.23815;7.84418;7.51049;7.26847;6.93819;6.74782;6.59198;6.36992;6.16039;5.94266;5.73057;5.44675;5.23559;5.09735;4.83991;4.63249;4.45662;4.36972;4.29552;4.15588;3.99142;3.93492;3.84039;3.73545;3.66091;3.56507;3.50584;3.49665;3.45211;3.43659;3.41428;3.4009;3.39411;3.39598;3.41761;3.43958;3.47611;3.54398;3.58497;3.61258;3.70494;3.79489;3.88722;3.94442;4.01131;4.11806;4.26583;4.39357;4.52226;4.71153;4.77966;4.97347;5.07418;5.28072;5.54682;5.7171;5.96372;6.21249;6.54358;6.86049;6.91374;7.15302;7.54298;7.85485;8.02322;8.34644;8.6927;9.09575;9.41695;9.79391;10.0924;10.5123;10.835;10.9738;11.4076;11.7447;12.0622;12.375;12.7739;12.9998;13.2989;13.5511;14.0268;14.4113;14.8739;15",2.13681,"0.0333333;0.8;0.166667"
34.7881,0.748911,2.25746,"1;0.959264;0.938216;0.928974;0.938242;0.936182;0.99171;1.06182;1.13053;1.19023;1.23116;1.30667;1.39798;1.53397;1.71244;1.88889;2.0784;2.28158;2.53717;2.64924;2.81188;3.0708;3.3426;3.51348;3.66487;3.94408;4.26461;4.42372;4.6575;5.05482;5.36238;5.69718;5.7718;6.20932;6.37484;6.61407;6.95267;7.38388;7.77309;8.16901;8.57015;8.77353;9.25007;9.58675;10.0106;10.3775;10.8449;11.0892;11.5819;11.9806;12.2616;12.3685;12.6885;13.0749;13.4074;13.7858;14.0068;14.283;14.7532;15.0702;15.5122;15.9298;16.2397;16.5933;16.9459;17.2473;17.3544;17.6333;17.7608;17.9309;18.2592;18.4489;18.6364;18.8659;19.1372;19.3725;19.5543;19.7997;19.9252;20.136;20.2322;20.3853;20.5138;20.6485;20.7049;20.787;20.8211;20.9117;20.9599;21.0024;21.0345;21.0312;21.0561;21.0252;21.0039;21","15;14.5202;14.0658;13.7722;13.3997;13.1171;12.7555;12.3488;11.857;11.6421;11.4044;11.1141;10.8105;10.4046;9.9442;9.50718;9.09916;8.69766;8.2814;8.09536;7.85209;7.47662;7.10434;6.89866;6.70806;6.4206;6.06371;5.84641;5.65593;5.35686;5.13063;4.88863;4.843;4.62068;4.53192;4.41548;4.24894;4.05055;3.88101;3.75228;3.62798;3.5563;3.42381;3.34415;3.32359;3.31018;3.28779;3.25953;3.286;3.33208;3.34146;3.34832;3.38239;3.45729;3.52472;3.63679;3.68667;3.74797;3.9043;4.03163;4.21203;4.42684;4.62396;4.85964;5.1281;5.37267;5.48096;5.7486;5.87069;6.03814;6.40232;6.61826;6.8374;7.13547;7.49594;7.87866;8.16575;8.59876;8.85729;9.2842;9.54691;10.0127;10.4699;10.9263;11.1932;11.6671;11.8682;12.3554;12.8526;13.1382;13.304;13.4239;13.8508;14.2378;14.7004;15",2.08469,"0.0333333;0.833333;0.133333"
